#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  71  96
# Band-Index    1
   0.95937    -16.485319    -16.485321
   1.02231    -16.485553    -16.485555
   1.08526    -16.485580    -16.485582
   1.14820    -16.485603    -16.485606
   1.21114    -16.485615    -16.485617
   1.27409    -16.485620    -16.485622
   1.27409    -16.448234    -16.448236
   1.33036    -16.448636    -16.448638
   1.38664    -16.449761    -16.449763
   1.44291    -16.451425    -16.451427
   1.49919    -16.453538    -16.453540
   1.55546    -16.456068    -16.456071
   1.61174    -16.458985    -16.458987
   1.66801    -16.462285    -16.462288
   1.72429    -16.465957    -16.465959
   1.78056    -16.469971    -16.469974
   1.83684    -16.474285    -16.474287
   1.89311    -16.478775    -16.478777
   1.94938    -16.483017    -16.483020
   2.00566    -16.485089    -16.485091
   2.00566    -16.485089    -16.485091
   2.06205    -16.483790    -16.483793
   2.11843    -16.480226    -16.480229
   2.17482    -16.476180    -16.476183
   2.23121    -16.472041    -16.472043
   2.28759    -16.467949    -16.467952
   2.34398    -16.463975    -16.463977
   2.40037    -16.460160    -16.460163
   2.45675    -16.456548    -16.456550
   2.51314    -16.453171    -16.453173
   2.56953    -16.450090    -16.450092
   2.62591    -16.447351    -16.447353
   2.62591    -16.455877    -16.455880
   2.68462    -16.457714    -16.457717
   2.74332    -16.459845    -16.459847
   2.80203    -16.462268    -16.462271
   2.86073    -16.465021    -16.465023
   2.91943    -16.468105    -16.468108
   2.97814    -16.471548    -16.471550
   3.03684    -16.475332    -16.475335
   3.09555    -16.479335    -16.479337
   3.15425    -16.483130    -16.483132
   3.21295    -16.485089    -16.485091
   3.21295    -16.485089    -16.485091
   3.27196    -16.481787    -16.481790
   3.33096    -16.475968    -16.475970
   3.38996    -16.470203    -16.470205
   3.44897    -16.464911    -16.464913
   3.50797    -16.460213    -16.460215
   3.56697    -16.456168    -16.456171
   3.62597    -16.452793    -16.452795
   3.68498    -16.450141    -16.450143
   3.74398    -16.448334    -16.448336
   3.80298    -16.447664    -16.447667
 
# Band-Index   10
   3.80298    -16.447625    -16.447627
   3.74398    -16.447527    -16.447529
   3.68498    -16.447290    -16.447292
   3.62597    -16.447055    -16.447057
   3.56697    -16.446939    -16.446941
   3.50797    -16.446956    -16.446958
   3.44897    -16.447073    -16.447076
   3.38996    -16.447230    -16.447232
   3.33096    -16.447379    -16.447381
   3.27196    -16.447481    -16.447483
   3.21295    -16.447518    -16.447520
   3.21295    -16.447518    -16.447520
   3.15425    -16.447599    -16.447602
   3.09555    -16.447853    -16.447856
   3.03684    -16.448277    -16.448279
   2.97814    -16.448863    -16.448866
   2.91943    -16.449611    -16.449613
   2.86073    -16.450508    -16.450511
   2.80203    -16.451565    -16.451567
   2.74332    -16.452797    -16.452799
   2.68462    -16.454217    -16.454219
   2.62591    -16.455819    -16.455821
   2.62591    -16.447313    -16.447316
   2.56953    -16.444897    -16.444899
   2.51314    -16.443988    -16.443990
   2.45675    -16.444969    -16.444971
   2.40037    -16.445712    -16.445715
   2.34398    -16.446274    -16.446276
   2.28759    -16.446692    -16.446695
   2.23121    -16.447002    -16.447005
   2.17482    -16.447232    -16.447234
   2.11843    -16.447388    -16.447391
   2.06205    -16.447485    -16.447487
   2.00566    -16.447518    -16.447520
   2.00566    -16.447518    -16.447520
   1.94938    -16.447521    -16.447524
   1.89311    -16.447539    -16.447541
   1.83684    -16.447578    -16.447580
   1.78056    -16.447638    -16.447641
   1.72429    -16.447727    -16.447729
   1.66801    -16.447838    -16.447840
   1.61174    -16.447964    -16.447966
   1.55546    -16.448081    -16.448083
   1.49919    -16.448162    -16.448164
   1.44291    -16.448204    -16.448206
   1.38664    -16.448209    -16.448211
   1.33036    -16.448202    -16.448205
   1.27409    -16.448194    -16.448196
   1.27409    -16.449230    -16.449233
   1.21114    -16.449134    -16.449137
   1.14820    -16.448878    -16.448881
   1.08526    -16.448517    -16.448520
   1.02231    -16.448143    -16.448145
   0.95937    -16.447810    -16.447813
   0.89643    -16.447593    -16.447595
   0.83348    -16.447518    -16.447520
   0.83348    -16.447518    -16.447520
   0.77111    -16.447358    -16.447360
   0.70875    -16.446888    -16.446890
   0.64638    -16.446111    -16.446113
   0.58401    -16.445027    -16.445030
   0.52164    -16.443628    -16.443630
   0.45928    -16.442715    -16.442718
   0.39691    -16.446585    -16.446588
   0.39691    -16.454313    -16.454316
   0.33076    -16.451797    -16.451799
   0.26461    -16.449968    -16.449970
   0.19846    -16.448747    -16.448749
   0.13230    -16.448009    -16.448012
   0.06615    -16.447631    -16.447633
   0.00000    -16.447518    -16.447520
 
# Band-Index   11
   0.00000    -16.430037    -16.430040
   0.06615    -16.429969    -16.429971
   0.13230    -16.429957    -16.429959
   0.19846    -16.430419    -16.430421
   0.26461    -16.430627    -16.430629
   0.33076    -16.430411    -16.430413
   0.39691    -16.429801    -16.429803
   0.39691    -16.439824    -16.439827
   0.45928    -16.441903    -16.441905
   0.52164    -16.439612    -16.439614
   0.58401    -16.437046    -16.437049
   0.64638    -16.434801    -16.434803
   0.70875    -16.432825    -16.432827
   0.77111    -16.431133    -16.431136
   0.83348    -16.430037    -16.430040
   0.83348    -16.430037    -16.430040
   0.89643    -16.429949    -16.429951
   0.95937    -16.429717    -16.429719
   1.02231    -16.429771    -16.429773
   1.08526    -16.429932    -16.429934
   1.14820    -16.430039    -16.430041
   1.21114    -16.430096    -16.430098
   1.27409    -16.430118    -16.430120
   1.27409    -16.439368    -16.439370
   1.33036    -16.439246    -16.439249
   1.38664    -16.438982    -16.438985
   1.44291    -16.438535    -16.438537
   1.49919    -16.437906    -16.437909
   1.55546    -16.437121    -16.437123
   1.61174    -16.436194    -16.436196
   1.66801    -16.435186    -16.435188
   1.72429    -16.434142    -16.434144
   1.78056    -16.433105    -16.433107
   1.83684    -16.432123    -16.432125
   1.89311    -16.431227    -16.431230
   1.94938    -16.430465    -16.430467
   2.00566    -16.430037    -16.430040
   2.00566    -16.430037    -16.430040
   2.06205    -16.430604    -16.430607
   2.11843    -16.431580    -16.431583
   2.17482    -16.432750    -16.432752
   2.23121    -16.434088    -16.434090
   2.28759    -16.435574    -16.435576
   2.34398    -16.437192    -16.437194
   2.40037    -16.438922    -16.438924
   2.45675    -16.440761    -16.440763
   2.51314    -16.442725    -16.442727
   2.56953    -16.442733    -16.442736
   2.62591    -16.441207    -16.441210
   2.62591    -16.430952    -16.430954
   2.68462    -16.431141    -16.431143
