#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  62 128
# Band-Index    1
   1.67680    -33.072114    -33.072116
   1.61811    -33.072171    -33.072173
   1.55942    -33.072337    -33.072339
   1.50074    -33.072608    -33.072610
   1.44205    -33.072975    -33.072977
   1.38336    -33.073426    -33.073428
   1.32467    -33.073943    -33.073945
   1.26599    -33.074507    -33.074509
   1.20730    -33.075064    -33.075066
   1.14861    -33.075393    -33.075395
   1.14861    -33.075385    -33.075387
   1.09219    -33.075060    -33.075062
   1.03577    -33.074505    -33.074507
   0.97934    -33.073945    -33.073947
   0.92292    -33.073427    -33.073429
   0.86650    -33.072976    -33.072978
   0.81007    -33.072609    -33.072611
   0.75365    -33.072338    -33.072340
   0.69723    -33.072171    -33.072173
   0.64080    -33.072114    -33.072116
   0.64080    -33.072114    -33.072116
   0.57868    -33.072155    -33.072157
   0.51655    -33.072270    -33.072272
   0.45443    -33.072444    -33.072446
   0.39230    -33.072645    -33.072647
   0.33017    -33.072840    -33.072842
   0.26805    -33.072982    -33.072984
   0.20592    -33.073035    -33.073037
   0.20592    -33.072115    -33.072117
   0.15444    -33.072115    -33.072117
   0.10296    -33.072115    -33.072117
   0.05148    -33.072115    -33.072117
   0.00000    -33.072114    -33.072116
 
# Band-Index   11
   0.00000    -32.978777    -32.978780
   0.05148    -32.978777    -32.978780
   0.10296    -32.978777    -32.978780
   0.15444    -32.978777    -32.978780
   0.20592    -32.978777    -32.978780
   0.20592    -32.978781    -32.978784
   0.26805    -32.978782    -32.978784
   0.33017    -32.978781    -32.978784
   0.39230    -32.978779    -32.978782
   0.45443    -32.978779    -32.978782
   0.51655    -32.978777    -32.978780
   0.57868    -32.978777    -32.978780
   0.64080    -32.978777    -32.978780
   0.64080    -32.978777    -32.978780
   0.69723    -32.978769    -32.978772
   0.75365    -32.978747    -32.978750
   0.81007    -32.978714    -32.978717
   0.86650    -32.978672    -32.978675
   0.92292    -32.978627    -32.978630
   0.97934    -32.978585    -32.978588
   1.03577    -32.978550    -32.978552
   1.09219    -32.978527    -32.978530
   1.14861    -32.978520    -32.978523
   1.14861    -32.978518    -32.978521
   1.20730    -32.978526    -32.978529
   1.26599    -32.978549    -32.978552
   1.32467    -32.978583    -32.978586
   1.38336    -32.978625    -32.978628
   1.44205    -32.978670    -32.978673
   1.50074    -32.978713    -32.978716
   1.55942    -32.978747    -32.978750
   1.61811    -32.978769    -32.978772
   1.67680    -32.978777    -32.978780
   1.67680    -32.978777    -32.978780
   1.73322    -32.978769    -32.978772
   1.78964    -32.978747    -32.978750
   1.84607    -32.978713    -32.978716
   1.90249    -32.978670    -32.978673
   1.95892    -32.978625    -32.978628
   2.01534    -32.978583    -32.978586
   2.07177    -32.978548    -32.978551
   2.12819    -32.978526    -32.978528
   2.18462    -32.978518    -32.978521
   2.18462    -32.978520    -32.978523
   2.24330    -32.978527    -32.978530
   2.30199    -32.978550    -32.978553
   2.36067    -32.978584    -32.978587
   2.41936    -32.978626    -32.978629
   2.47804    -32.978671    -32.978674
   2.53673    -32.978714    -32.978717
   2.59541    -32.978747    -32.978750
   2.65410    -32.978769    -32.978772
   2.71278    -32.978777    -32.978780
   2.71278    -32.978777    -32.978780
   2.77293    -32.978776    -32.978779
   2.83308    -32.978776    -32.978779
   2.89322    -32.978776    -32.978779
   2.95337    -32.978776    -32.978779
   3.01351    -32.978776    -32.978779
   3.07366    -32.978776    -32.978779
   3.13381    -32.978776    -32.978779
   3.19395    -32.978778    -32.978781
 
# Band-Index   12
   3.19395    -32.965350    -32.965353
   3.13381    -32.965350    -32.965353
   3.07366    -32.965350    -32.965353
   3.01351    -32.965352    -32.965354
   2.95337    -32.965353    -32.965356
   2.89322    -32.965354    -32.965357
   2.83308    -32.965354    -32.965357
   2.77293    -32.965354    -32.965357
   2.71278    -32.965355    -32.965358
   2.71278    -32.965355    -32.965358
   2.65410    -32.965364    -32.965367
   2.59541    -32.965387    -32.965390
   2.53673    -32.965421    -32.965424
   2.47804    -32.965464    -32.965467
   2.41936    -32.965510    -32.965513
   2.36067    -32.965553    -32.965556
   2.30199    -32.965590    -32.965593
   2.24330    -32.965614    -32.965617
   2.18462    -32.965622    -32.965625
   2.18462    -32.965620    -32.965622
   2.12819    -32.965612    -32.965614
   2.07177    -32.965588    -32.965591
   2.01534    -32.965552    -32.965555
   1.95892    -32.965509    -32.965512
   1.90249    -32.965463    -32.965466
   1.84607    -32.965421    -32.965424
   1.78964    -32.965386    -32.965389
   1.73322    -32.965363    -32.965366
   1.67680    -32.965355    -32.965358
   1.67680    -32.965355    -32.965358
   1.61811    -32.965363    -32.965366
   1.55942    -32.965386    -32.965389
   1.50074    -32.965420    -32.965423
   1.44205    -32.965463    -32.965466
   1.38336    -32.965508    -32.965511
   1.32467    -32.965551    -32.965554
   1.26599    -32.965588    -32.965591
   1.20730    -32.965612    -32.965615
   1.14861    -32.965621    -32.965624
   1.14861    -32.965621    -32.965624
   1.09219    -32.965613    -32.965616
   1.03577    -32.965590    -32.965593
   0.97934    -32.965554    -32.965557
   0.92292    -32.965510    -32.965513
   0.86650    -32.965464    -32.965467
   0.81007    -32.965422    -32.965425
   0.75365    -32.965387    -32.965390
   0.69723    -32.965364    -32.965366
   0.64080    -32.965355    -32.965358
   0.64080    -32.965355    -32.965358
   0.57868    -32.965355    -32.965358
   0.51655    -32.965356    -32.965358
   0.45443    -32.965356    -32.965359
   0.39230    -32.965354    -32.965357
   0.33017    -32.965355    -32.965358
   0.26805    -32.965355    -32.965358
   0.20592    -32.965356    -32.965359
   0.20592    -32.965356    -32.965359
   0.15444    -32.965356    -32.965359
   0.10296    -32.965356    -32.965359
   0.05148    -32.965356    -32.965359
   0.00000    -32.965355    -32.965358
 
# Band-Index   13
   0.00000    -24.508780    -24.508778
   0.05148    -24.508782    -24.508779
   0.10296    -24.508780    -24.508778
   0.15444    -24.508780    -24.508777
   0.20592    -24.508777    -24.508774
   0.20592    -24.504771    -24.504769
   0.26805    -24.504993    -24.504991
   0.33017    -24.505604    -24.505601
   0.39230    -24.506449    -24.506446
   0.45443    -24.507325    -24.507323
   0.51655    -24.508089    -24.508086
   0.57868    -24.508600    -24.508598
   0.64080    -24.508780    -24.508778
   0.64080    -24.508780    -24.508778
   0.69723    -24.508723    -24.508720
   0.75365    -24.508556    -24.508553
