#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  71  96
# Band-Index    1
   2.50897    -18.512780    -18.512780
   2.45121    -18.516238    -18.516238
   2.39346    -18.521083    -18.521082
   2.33570    -18.530866    -18.530866
   2.27794    -18.544310    -18.544310
   2.22019    -18.548721    -18.548721
   2.16243    -18.544477    -18.544477
   2.10468    -18.540469    -18.540469
   2.04692    -18.538465    -18.538465
   1.98917    -18.537918    -18.537918
   1.98917    -18.537918    -18.537918
   1.93311    -18.538294    -18.538294
   1.87705    -18.539526    -18.539526
   1.82099    -18.541835    -18.541835
   1.76493    -18.545142    -18.545142
   1.70888    -18.548251    -18.548251
   1.65282    -18.547272    -18.547272
   1.59676    -18.538257    -18.538257
   1.54070    -18.527569    -18.527569
   1.48464    -18.519970    -18.519970
   1.42858    -18.516023    -18.516022
   1.37253    -18.512839    -18.512839
   1.31647    -18.510502    -18.510501
   1.26041    -18.509610    -18.509610
   1.26041    -18.587487    -18.587487
   1.19757    -18.584478    -18.584478
   1.13474    -18.577091    -18.577091
   1.07190    -18.566227    -18.566227
   1.00906    -18.559988    -18.559988
   0.94622    -18.548986    -18.548985
   0.88339    -18.540879    -18.540879
   0.82055    -18.537918    -18.537918
   0.82055    -18.537918    -18.537918
   0.75817    -18.535265    -18.535265
   0.69579    -18.527538    -18.527538
   0.63340    -18.515346    -18.515346
   0.57102    -18.502405    -18.502405
   0.50864    -18.522072    -18.522072
   0.44626    -18.540396    -18.540396
   0.44626    -18.539555    -18.539555
   0.38251    -18.539470    -18.539470
   0.31876    -18.539233    -18.539233
   0.25500    -18.538897    -18.538897
   0.19125    -18.538523    -18.538523
   0.12750    -18.538206    -18.538206
   0.06375    -18.537990    -18.537990
   0.00000    -18.537918    -18.537918
 
# Band-Index    7
   0.00000    -18.515170    -18.515170
   0.06375    -18.515091    -18.515091
   0.12750    -18.514876    -18.514876
   0.19125    -18.514566    -18.514565
   0.25500    -18.514225    -18.514224
   0.31876    -18.513904    -18.513904
   0.38251    -18.513684    -18.513684
   0.44626    -18.513604    -18.513604
   0.44626    -18.464364    -18.464364
   0.50864    -18.482177    -18.482176
   0.57102    -18.499733    -18.499732
   0.63340    -18.487832    -18.487831
   0.69579    -18.502386    -18.502386
   0.75817    -18.511870    -18.511870
   0.82055    -18.515170    -18.515170
   0.82055    -18.515170    -18.515170
   0.88339    -18.520974    -18.520974
   0.94622    -18.534430    -18.534430
   1.00906    -18.549134    -18.549134
   1.07190    -18.541167    -18.541167
   1.13474    -18.513913    -18.513913
   1.19757    -18.482778    -18.482778
   1.26041    -18.450018    -18.450018
   1.26041    -18.499598    -18.499598
   1.31647    -18.500368    -18.500368
   1.37253    -18.503035    -18.503034
   1.42858    -18.508136    -18.508136
   1.48464    -18.515308    -18.515308
   1.54070    -18.520716    -18.520715
   1.59676    -18.523463    -18.523463
   1.65282    -18.525079    -18.525079
   1.70888    -18.525564    -18.525564
   1.76493    -18.524674    -18.524674
   1.82099    -18.522275    -18.522275
   1.87705    -18.518990    -18.518989
   1.93311    -18.516224    -18.516223
   1.98917    -18.515170    -18.515170
   1.98917    -18.515170    -18.515170
   2.04692    -18.516955    -18.516955
   2.10468    -18.521144    -18.521144
   2.16243    -18.524709    -18.524709
   2.22019    -18.525775    -18.525774
   2.27794    -18.524648    -18.524647
   2.33570    -18.521613    -18.521613
   2.39346    -18.514808    -18.514808
   2.45121    -18.506396    -18.506396
   2.50897    -18.501654    -18.501654
   2.56672    -18.500330    -18.500330
   2.56672    -18.448938    -18.448938
   2.62357    -18.469706    -18.469706
   2.68041    -18.490229    -18.490229
   2.73726    -18.509897    -18.509897
   2.79410    -18.528125    -18.528125
   2.85095    -18.543932    -18.543932
   2.90779    -18.549712    -18.549712
   2.96464    -18.542037    -18.542037
   3.02148    -18.532706    -18.532706
   3.07833    -18.524019    -18.524019
   3.13517    -18.517596    -18.517595
   3.19202    -18.515170    -18.515170
   3.19202    -18.515170    -18.515170
   3.25026    -18.513934    -18.513934
   3.30850    -18.510312    -18.510312
   3.36675    -18.504483    -18.504482
   3.42499    -18.496723    -18.496723
   3.48324    -18.487404    -18.487404
   3.54148    -18.493711    -18.493710
   3.59973    -18.497797    -18.497796
   3.65797    -18.487561    -18.487561
   3.71621    -18.477009    -18.477009
   3.77446    -18.466451    -18.466451
 
# Band-Index    8
   3.77446    -18.466444    -18.466443
   3.71621    -18.456137    -18.456137
   3.65797    -18.454143    -18.454142
