#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  71  96
# Band-Index    1
   1.87761    -18.514917    -18.514918
   1.82319    -18.515227    -18.515228
   1.76876    -18.515882    -18.515883
   1.71433    -18.516980    -18.516981
   1.65991    -18.518141    -18.518142
   1.60548    -18.515792    -18.515793
   1.55105    -18.509652    -18.509653
   1.49663    -18.504627    -18.504628
   1.44220    -18.500689    -18.500690
   1.38777    -18.497435    -18.497436
   1.33334    -18.494821    -18.494822
   1.27892    -18.493060    -18.493060
   1.22449    -18.492430    -18.492431
   1.22449    -18.516195    -18.516196
   1.16198    -18.516124    -18.516125
   1.09947    -18.515929    -18.515930
   1.03696    -18.515662    -18.515663
   0.97444    -18.515350    -18.515350
   0.91193    -18.515081    -18.515082
   0.84942    -18.514896    -18.514896
   0.78691    -18.514828    -18.514829
   0.78691    -18.514828    -18.514829
   0.72645    -18.516302    -18.516303
   0.66599    -18.520584    -18.520585
   0.60553    -18.526941    -18.526941
   0.54507    -18.531890    -18.531891
   0.48462    -18.538520    -18.538520
   0.42416    -18.543292    -18.543292
   0.36370    -18.545165    -18.545166
   0.36370    -18.503570    -18.503571
   0.30308    -18.489874    -18.489875
   0.24247    -18.488670    -18.488671
   0.18185    -18.499282    -18.499283
   0.12123    -18.507673    -18.507674
   0.06062    -18.513009    -18.513010
   0.00000    -18.514828    -18.514829
 
# Band-Index    7
   0.00000    -18.493254    -18.493255
   0.06062    -18.490820    -18.490820
   0.12123    -18.483810    -18.483810
   0.18185    -18.473113    -18.473113
   0.24247    -18.475380    -18.475381
   0.30308    -18.476909    -18.476910
   0.36370    -18.465065    -18.465066
   0.36370    -18.438650    -18.438650
   0.42416    -18.459656    -18.459657
   0.48462    -18.482304    -18.482305
   0.54507    -18.501741    -18.501742
   0.60553    -18.511412    -18.511412
   0.66599    -18.505272    -18.505272
   0.72645    -18.496936    -18.496936
   0.78691    -18.493254    -18.493255
   0.78691    -18.493254    -18.493255
   0.84942    -18.493228    -18.493229
   0.91193    -18.493151    -18.493151
   0.97444    -18.493031    -18.493032
   1.03696    -18.492900    -18.492901
   1.09947    -18.492770    -18.492771
   1.16198    -18.492681    -18.492682
   1.22449    -18.492649    -18.492649
   1.22449    -18.467870    -18.467870
   1.27892    -18.468445    -18.468445
   1.33334    -18.470388    -18.470388
   1.38777    -18.474078    -18.474079
   1.44220    -18.479519    -18.479519
   1.49663    -18.485979    -18.485980
   1.55105    -18.492045    -18.492045
   1.60548    -18.496317    -18.496317
   1.65991    -18.498411    -18.498412
   1.71433    -18.498599    -18.498600
   1.76876    -18.497340    -18.497341
   1.82319    -18.495445    -18.495446
   1.87761    -18.493859    -18.493859
   1.93204    -18.493254    -18.493255
   1.93204    -18.493254    -18.493255
   1.98722    -18.494805    -18.494806
   2.04239    -18.498923    -18.498924
   2.09756    -18.504396    -18.504397
   2.15274    -18.509640    -18.509641
   2.20791    -18.511121    -18.511122
   2.26309    -18.504417    -18.504418
   2.31826    -18.493075    -18.493076
   2.37344    -18.479760    -18.479761
   2.42861    -18.465345    -18.465346
   2.48379    -18.450558    -18.450559
   2.53896    -18.438843    -18.438844
   2.53896    -18.466440    -18.466441
   2.59586    -18.473553    -18.473554
   2.65276    -18.480646    -18.480646
   2.70966    -18.477665    -18.477666
   2.76656    -18.469011    -18.469012
   2.82346    -18.472913    -18.472914
   2.88036    -18.479753    -18.479753
   2.93726    -18.485434    -18.485435
   2.99416    -18.489708    -18.489709
   3.05106    -18.492358    -18.492359
   3.10796    -18.493254    -18.493255
   3.10796    -18.493254    -18.493255
   3.16376    -18.494263    -18.494264
   3.21956    -18.496642    -18.496643
   3.27536    -18.498565    -18.498566
   3.33116    -18.498108    -18.498109
   3.38696    -18.494331    -18.494332
   3.44277    -18.487241    -18.487242
   3.49857    -18.479059    -18.479060
   3.55437    -18.472678    -18.472679
   3.61017    -18.469267    -18.469269
   3.66597    -18.468311    -18.468311
 
# Band-Index    8
   3.66597    -18.468309    -18.468310
   3.61017    -18.460670    -18.460670
   3.55437    -18.448164    -18.448165
   3.49857    -18.441875    -18.441876
   3.44277    -18.443824    -18.443825
   3.38696    -18.447090    -18.447091
   3.33116    -18.449421    -18.449422
   3.27536    -18.450111    -18.450112
   3.21956    -18.449002    -18.449003
   3.16376    -18.446979    -18.446979
   3.10796    -18.445983    -18.445984
   3.10796    -18.445983    -18.445984
   3.05106    -18.445462    -18.445463
   2.99416    -18.443879    -18.443879
   2.93726    -18.443589    -18.443590
   2.88036    -18.451770    -18.451771
   2.82346    -18.460326    -18.460327
   2.76656    -18.465204    -18.465204
   2.70966    -18.456912    -18.456912
   2.65276    -18.452769    -18.452770
   2.59586    -18.459464    -18.459465
   2.53896    -18.466438    -18.466439
   2.53896    -18.438842    -18.438843
   2.48379    -18.440504    -18.440505
   2.42861    -18.444350    -18.444351
   2.37344    -18.447894    -18.447895
   2.31826    -18.450764    -18.450764
   2.26309    -18.452768    -18.452769
   2.20791    -18.453735    -18.453736
   2.15274    -18.453528    -18.453529
   2.09756    -18.452122    -18.452123
   2.04239    -18.449755    -18.449756
   1.98722    -18.447195    -18.447196
   1.93204    -18.445983    -18.445984
   1.93204    -18.445983    -18.445984
   1.87761    -18.446598    -18.446599
   1.82319    -18.448093    -18.448093
   1.76876    -18.449570    -18.449571
   1.71433    -18.450278    -18.450279
   1.65991    -18.449957    -18.449958
   1.60548    -18.448665    -18.448666
   1.55105    -18.446612    -18.446613
   1.49663    -18.444211    -18.444211
   1.44220    -18.442623    -18.442624
   1.38777    -18.445319    -18.445321
   1.33334    -18.453478    -18.453479
   1.27892    -18.462929    -18.462930
   1.22449    -18.467868    -18.467869
   1.22449    -18.446862    -18.446863
   1.16198    -18.446823    -18.446824
   1.09947    -18.446713    -18.446713
   1.03696    -18.446558    -18.446559
   0.97444    -18.446353    -18.446353
   0.91193    -18.446167    -18.446168
   0.84942    -18.446034    -18.446035
   0.78691    -18.445983    -18.445984
   0.78691    -18.445983    -18.445984
   0.72645    -18.448583    -18.448584
