#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  94  64
# Band-Index    1
   3.38206    -45.659090    -45.659092
   3.32699    -45.659084    -45.659085
   3.27192    -45.659090    -45.659092
   3.21686    -45.659092    -45.659095
   3.16179    -45.659090    -45.659092
   3.16179    -45.659045    -45.659047
   3.10716    -45.659050    -45.659051
   3.05253    -45.659054    -45.659056
   2.99790    -45.659059    -45.659061
   2.94326    -45.659062    -45.659064
   2.88863    -45.659065    -45.659067
   2.83400    -45.659067    -45.659068
   2.77937    -45.659073    -45.659075
   2.72474    -45.659084    -45.659087
   2.67011    -45.659092    -45.659093
   2.61548    -45.659087    -45.659090
   2.56085    -45.659082    -45.659084
   2.50622    -45.659082    -45.659084
   2.50622    -45.659082    -45.659084
   2.45330    -45.659084    -45.659087
   2.40039    -45.659081    -45.659082
   2.34748    -45.659081    -45.659084
   2.29457    -45.659082    -45.659084
   2.24166    -45.659078    -45.659079
   2.18875    -45.659078    -45.659079
   2.13583    -45.659076    -45.659078
   2.08292    -45.659081    -45.659081
   2.03001    -45.659078    -45.659079
   1.97710    -45.659081    -45.659082
   1.92419    -45.659087    -45.659087
   1.87128    -45.659092    -45.659093
   1.81836    -45.659093    -45.659095
   1.76545    -45.659087    -45.659090
   1.71254    -45.659084    -45.659087
   1.65963    -45.659078    -45.659079
   1.60672    -45.659073    -45.659075
   1.55381    -45.659073    -45.659075
   1.55381    -45.659067    -45.659068
   1.49634    -45.659073    -45.659073
   1.43887    -45.659075    -45.659076
   1.38141    -45.659068    -45.659070
   1.32394    -45.659061    -45.659064
   1.26648    -45.659059    -45.659061
   1.20901    -45.659067    -45.659070
   1.15155    -45.659070    -45.659073
   1.09408    -45.659073    -45.659076
   1.03662    -45.659092    -45.659095
   0.97915    -45.659081    -45.659082
   0.92169    -45.659082    -45.659084
   0.92169    -45.659082    -45.659084
   0.86405    -45.659076    -45.659078
   0.80641    -45.659067    -45.659068
   0.74878    -45.659056    -45.659058
   0.69114    -45.659054    -45.659056
   0.69114    -45.659118    -45.659120
   0.63355    -45.659121    -45.659121
   0.57595    -45.659126    -45.659127
   0.51836    -45.659118    -45.659120
   0.46076    -45.659107    -45.659109
   0.40317    -45.659107    -45.659109
   0.34557    -45.659104    -45.659106
   0.28798    -45.659095    -45.659096
   0.23038    -45.659089    -45.659090
   0.17279    -45.659089    -45.659090
   0.11519    -45.659087    -45.659090
   0.05760    -45.659087    -45.659089
   0.00000    -45.659082    -45.659084
 
# Band-Index    5
   0.00000    -45.643854    -45.643856
   0.05760    -45.643876    -45.643878
   0.11519    -45.643895    -45.643898
   0.17279    -45.643909    -45.643912
   0.23038    -45.643943    -45.643944
   0.28798    -45.643985    -45.643988
   0.34557    -45.644011    -45.644013
   0.40317    -45.644050    -45.644053
   0.46076    -45.644087    -45.644089
   0.51836    -45.644115    -45.644118
   0.57595    -45.644148    -45.644149
   0.63355    -45.644143    -45.644144
   0.69114    -45.644143    -45.644144
   0.69114    -45.643850    -45.643853
   0.74878    -45.643853    -45.643854
   0.80641    -45.643853    -45.643854
   0.86405    -45.643861    -45.643864
   0.92169    -45.643854    -45.643856
   0.92169    -45.643854    -45.643856
   0.97915    -45.643868    -45.643870
   1.03662    -45.643868    -45.643870
   1.09408    -45.643861    -45.643864
   1.15155    -45.643864    -45.643865
   1.20901    -45.643856    -45.643858
   1.26648    -45.643853    -45.643856
   1.32394    -45.643856    -45.643858
   1.38141    -45.643853    -45.643856
   1.43887    -45.643848    -45.643850
   1.49634    -45.643842    -45.643844
   1.55381    -45.643845    -45.643847
   1.55381    -45.644098    -45.644101
   1.60672    -45.644098    -45.644101
   1.65963    -45.644101    -45.644103
   1.71254    -45.644112    -45.644113
   1.76545    -45.644107    -45.644109
   1.81836    -45.644095    -45.644098
   1.87128    -45.644076    -45.644079
   1.92419    -45.644044    -45.644047
   1.97710    -45.644019    -45.644022
   2.03001    -45.644000    -45.644002
   2.08292    -45.643977    -45.643980
   2.13583    -45.643952    -45.643954
   2.18875    -45.643930    -45.643932
   2.24166    -45.643910    -45.643912
   2.29457    -45.643901    -45.643903
   2.34748    -45.643879    -45.643882
   2.40039    -45.643876    -45.643878
   2.45330    -45.643870    -45.643873
   2.50622    -45.643854    -45.643856
   2.50622    -45.643854    -45.643856
   2.56085    -45.643870    -45.643873
   2.61548    -45.643868    -45.643870
